game_year,tournament,black_player,white_player,black_score,depth,theoretical_score,record
2021,Campeonato Argentino,Chiesa Nicolas,Martinez Norberto,34,24,30,f5f6c4c3e6f4d3b4e3f2a4d6f3e2f1g3h3d2e1c1c5b5c6b3a3a6b6c7c8c2d7d8e8a5a7b2e7f7d1g1g4g5h4h5h6b1a1a2h1a8g6b7b8g2h2f8g8h8g7h7
2021,Campeonato Argentino,Chaufan Leonardo,Coll Pablo,14,24,1,f5d6c6f4f3c5c4d3e3c3e6d7c7b4d8f6b3e7a5g5b5b6h5e8f7f8a6c8b7e2f1g8f2b8g7a8a7a4a3a2b2a1b1c1d2c2d1e1g1g2h1h2h3g3h7h8h6h4g4g6
2021,Campeonato Argentino,Cohen Mercedes,Olivares Diego,39,24,59,f5f4e3f2f3d6f1e6d3d2c5e2c1c4c2b6c6c7b4c3c8b3a3b5a6g4h4h3h2b2g3b7h5g2d1d8e8g5h6g6b1e1h7a1d7f6b8g1h1e7f8f7g8a4a5a7a8g7h8a2
2021,Campeonato Argentino,Dottore Matias,Roldan Matias,18,24,28,f5f6d3f4e6c5d6c3g3f3g5e3b3c6d7d8b5c4f7a5a6a4a3b4e7b6c7e8c8b8g4h5h6g6h4h3h2f8g7c2b2f2g1e2f1e1d1d2b7c1b1a1a2h1g2g8h8h7a8a7
2021,Campeonato Argentino,Perez Rafael,Olivares Daniel,39,24,34,f5f6e6f4e3c5g5g4g6d7f3g3d3f2c4b4d2c2c3d6e7d1b3b5a4a5e2c6h4f8h3f7c8c7a6b6a7a3a2h6h5h2b8f1e8d8g8b2a1b1c1e1g1g2h1g7h8h7b7a8
2021,Campeonato Argentino,Iturbide Paula,Bilinkis Mariano,43,24,46,f5d6c5f4e3c6d3g5e6f6g4c4b4b3b5h3h6h4g6g3f3f2h5e2d2c3c2a3a5a6a4c1h2b2c7g2h1g1f1e1d1d7f7g7e7f8b6b1h8c8a1a2h7g8e8d8b8a7a8b7
2021,Campeonato Argentino,Lucioli Juan Pablo,Lisnovsky Marcelo,42,24,40,f5d6c5f4e3c6d3f6e6d7g3c4b4b3g5c3b5d2e2a5a4a3b6g4f3c2d1f1e1c7a7h6h4c1f2h5c8h3e8a6a2d8e7f7g7g6g8f8h8h7h2g1b7a8b8a1b2g2b1h1
2021,Campeonato Argentino,Garcia Leandro,Nakasone David,48,24,45,f5d6c3d3c4f4c5b3c2e3d2c6b4b5a6a5a3e2a4d1f1c1e1f3b1e6b6b2c7c8d7f7f6d8e7g6e8f8h6g5f2h5h4b7g4h3a8a7h2g3a1a2b8g2g1h1h7g7g8h8
2021,Campeonato Argentino,Coll Pablo,Thierer Sebastian,14,24,18,f5f6e6f4g5e7e3g6d3c5d6c6b5f3g4h4h6h3d7c8f2b6f7g3d8c7h7h5h2c4b3e8c3f8a6b4a5f1e2c2d2c1g1e1g2h1d1h8g8g7b8a8b1a1b7a7a4b2a2a3
2021,Campeonato Argentino,Seifert Max,Rondina Liliana,52,24,44,f5d6c3f3d3f4f6c4e3b3e2d2c5d1b4a4c2c6e6c1b5f7a3a2f1a5g6h7a6a7g4b6f2h4g5g3f8e8d8e7h3h2d7c8b8g2e1g1c7b7a8a1b2b1h1h5g8g7h6h8
2021,Campeonato Argentino,Furno Ricardo,Chiesa Nicolas,50,24,48,f5f4g3d6d3f3f2g4e3f1c4h3g5c3h4h5e2b4c5e1a4a3a2b3e6d2b5f6c2a6g6a5a7h6d1c1b6c6b7f7f8a8e7d7d8e8c8b8c7g2g1h1h2h7g7b2a1b1g8h8
2021,Campeonato Argentino,Cohen Mercedes,Roldan Matias,49,24,53,f5d6c3f3e3f4e6d2c5c6d3f6d1c1b1b5e1c2e2f1g1b3f2c4a5b4a2b6a6a4a3g2h1g4a7h2h3b2g3b7h4g5h5g6h6c7a1f7a8d7b8e7c8d8e8g8f8h7h8g7
2021,Campeonato Argentino,Olivares Diego,Martinez Norberto,45,24,61,f5d6c5f4f3e3d7c6d3e6f6d8f7g3h3e7g4d2c1h4e8f8c4d1h5b5g5c3g6h6h7g7b6c7h8a5c2b1g8e2c8b4b2f2b3b7f1g2b8a8a7a6h1h2g1a4e1a3a1a2
2021,Campeonato Argentino,Dottore Matias,Chaufan Leonardo,42,24,22,f5d6c6f4e6c5f3e3c4c7c8d3f2c3c2g4h4e2f1e1d1d2c1f7f6e7f8g5h5e8d8d7b5a6a4b4b6a5b3a3h3h2g6h6a2a1b2b1g3g2h1g1a7a8b7b8h7g7h8g8
2021,Campeonato Argentino,Perez Rafael,Iturbide Paula,45,24,44,f5d6c3d3c4f4c5b4b3c6c2d2e3f3g4f2e6h4d1e1e2a3g3h3f1b5d7c1b1f7e7f8e8f6g5g2a6a5b6c8d8c7g6h5b2h6g1a1h1h2a2g7g8h8h7a7a4a8b7b8
2021,Campeonato Argentino,Lucioli Juan Pablo,Olivares Daniel,46,24,47,f5d6c5f4e3c6d3f6e6d7g3c4b4e2f2b3b6c3b5d2g5g6f3h3d1c1f1g4c7c2e1b2d8c8e8f8e7f7a1b1a2a3a4g2h1g1h4h5h2a5a6a7a8b7b8g8g7h8h7h6
2021,Campeonato Argentino,Garcia Leandro,Perez Rafael,32,24,32,f5f6e6f4e3c5g5f3g6d3g4h4c4c6g3h3f2h5d6c7e2e7h6c2c3d7f7d2e8f1h2b5d1g8f8d8e1c1b4a3a4g1a6b3b6g7c8b8a2a5g2h7h8h1a8a1b2b1a7b7
2021,Campeonato Argentino,Olivares Daniel,Iturbide Paula,39,24,46,f5d6c3d3c4f4c5b4b3b5c6e6a6a5a4c2d2d1c1b1e2b6f3g5h6g4f1h5c7a3a2c8e3h7g6g3h4h3f2f7b7f6f8e8d8g8d7e7e1g1g7b8a7b2a1h1h2g2h8a8
2021,Campeonato Argentino,Perez Rafael,Lucioli Juan Pablo,47,24,44,f5d6c3d3c4f4c5b4b3b5c6e6e2c2a6a5a4f1c1b6f3g5e3d2g4f2g3a3a2h3h4h5d1e1g1h2a7b2c7c8d7d8f7b7f6g6a8b8e7e8f8g7g8g2h1h6h7h8b1a1
2021,Campeonato Argentino,Iturbide Paula,Garcia Leandro,32,24,35,f5d6c5f4e3c6d3f6e6d7g3c4b4c3b3a4b6a6a3b5a5a2g6g5h6h4g4h3f7e7e8d8c8f8c7b8g7c2h5d2d1g2f3h8g8h7a8f2c1b2f1g1a1b1h1h2a7b7e2e1
